transfer_id,year,date,season,transfer_window,player_name,position,age,from_club,from_league,from_country,to_club,to_league,to_country,fee_eur_m,is_free_transfer,is_loan,is_intra_league,is_intra_country
T011678,2023,2023-07-04,2023-2024,summer,Takumi Yoshida,LW,29,Manchester City,Premier_League,ENG,Inter Milan,Serie_A,ITA,20.0,0,1,0,0
T011679,2023,2023-01-03,2022-2023,winter,Alex Sato,RB,19,Real Sociedad,La_Liga,ESP,Porto,Liga_Portugal,POR,7.3,0,0,0,0
T011680,2023,2023-07-11,2023-2024,summer,Hiroshi Pogba,CB,17,LAFC,MLS,USA,Tottenham,Premier_League,ENG,1.5,0,1,0,0
T011681,2023,2023-08-18,2023-2024,summer,Edward Mbappe,CB,23,Valencia,La_Liga,ESP,Athletic Bilbao,La_Liga,ESP,0.0,1,0,1,1
T011682,2023,2023-01-21,2022-2023,winter,Andreas Klein,AM,21,Fenerbahce,Super_Lig,TUR,Sporting CP,Liga_Portugal,POR,0.3,0,1,0,0
T011683,2023,2023-01-23,2022-2023,winter,Tobias Lopez,LB,26,Lazio,Serie_A,ITA,Liverpool,Premier_League,ENG,168.9,0,0,0,0
T011684,2023,2023-07-03,2023-2024,summer,Zane Brown,CM,25,RB Leipzig,Bundesliga,GER,Porto,Liga_Portugal,POR,7.7,0,0,0,0
T011685,2023,2023-07-13,2023-2024,summer,Fabio Lee,CB,18,Real Madrid,La_Liga,ESP,Fenerbahce,Super_Lig,TUR,16.4,0,0,0,0
T011686,2023,2023-07-06,2023-2024,summer,Kaoru Wolf,CM,28,Atalanta,Serie_A,ITA,Wolfsburg,Bundesliga,GER,90.8,0,0,0,0
T011687,2023,2023-07-11,2023-2024,summer,Hiroshi Eriksson,GK,28,Everton,Premier_League,ENG,Chelsea,Premier_League,ENG,16.0,0,0,1,1
T011688,2023,2023-01-01,2022-2023,winter,Hee-chan Sanchez,AM,27,Al-Nassr,Saudi_Pro_League,SAU,Real Madrid,La_Liga,ESP,20.0,0,1,0,0
T011689,2023,2023-07-22,2023-2024,summer,Jorge Bauer,CB,27,Tottenham,Premier_League,ENG,Inter Miami,MLS,USA,17.5,0,0,0,0
T011690,2023,2023-08-23,2023-2024,summer,Manuel Diop,LW,24,Aston Villa,Premier_League,ENG,Real Madrid,La_Liga,ESP,16.4,0,0,0,0
T011691,2023,2023-08-18,2023-2024,summer,Daichi Weber,LB,24,FC Barcelona,La_Liga,ESP,Paris Saint-Germain,Ligue_1,FRA,1.1,0,1,0,0
T011692,2023,2023-08-21,2023-2024,summer,Leon Schneider,RW,27,Al-Nassr,Saudi_Pro_League,SAU,Tottenham,Premier_League,ENG,74.8,0,0,0,0
T011693,2023,2023-07-09,2023-2024,summer,Gunther Wilson,LW,20,Sevilla,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,1.0,0,1,0,0
T011694,2023,2023-01-18,2022-2023,winter,Oliver Andersson,CM,18,Stade Rennais,Ligue_1,FRA,Newcastle United,Premier_League,ENG,16.8,0,1,0,0
T011695,2023,2023-07-17,2023-2024,summer,Idrissa Müller,RB,25,Inter Miami,MLS,USA,FC Barcelona,La_Liga,ESP,15.1,0,1,0,0
T011696,2023,2023-01-07,2022-2023,winter,Niklas Ito,CB,23,Tottenham,Premier_League,ENG,Fiorentina,Serie_A,ITA,90.9,0,0,0,0
T011697,2023,2023-08-03,2023-2024,summer,Jakob Kimura,AM,22,Chelsea,Premier_League,ENG,Roma,Serie_A,ITA,58.5,0,0,0,0
T011698,2023,2023-08-05,2023-2024,summer,Fabio Andersson,CM,31,AS Monaco,Ligue_1,FRA,Galatasaray,Super_Lig,TUR,1.1,0,1,0,0
T011699,2023,2023-07-22,2023-2024,summer,Ian Cisse,CM,21,RB Leipzig,Bundesliga,GER,Bayer Leverkusen,Bundesliga,GER,122.4,0,0,1,1
T011700,2023,2023-07-19,2023-2024,summer,Famara Eriksson,CB,22,Real Madrid,La_Liga,ESP,Juventus,Serie_A,ITA,5.2,0,0,0,0
T011701,2023,2023-01-09,2022-2023,winter,Daichi Pereira,GK,20,Manchester United,Premier_League,ENG,Al-Ittihad,Saudi_Pro_League,SAU,11.4,0,0,0,0
T011702,2023,2023-02-10,2022-2023,winter,Nicolas Silva,GK,26,AC Milan,Serie_A,ITA,Wolfsburg,Bundesliga,GER,0.2,0,1,0,0
T011703,2023,2023-01-12,2022-2023,winter,Ji-sung Camavinga,FW,19,Atletico Madrid,La_Liga,ESP,Ajax,Eredivisie,NED,5.6,0,0,0,0
T011704,2023,2023-07-10,2023-2024,summer,Amadou Larsson,RB,22,Feyenoord,Eredivisie,NED,Valencia,La_Liga,ESP,1.6,0,1,0,0
T011705,2023,2023-07-03,2023-2024,summer,Edward Wilson,RW,16,Bayer Leverkusen,Bundesliga,GER,Sporting CP,Liga_Portugal,POR,7.4,0,0,0,0
T011706,2023,2023-07-08,2023-2024,summer,Leon Rivera,LB,26,Olympique Lyonnais,Ligue_1,FRA,Porto,Liga_Portugal,POR,11.7,0,0,0,0
T011707,2023,2023-01-23,2022-2023,winter,Charlie Gonzalez,RB,27,Fiorentina,Serie_A,ITA,Chelsea,Premier_League,ENG,200.0,0,0,0,0
T011708,2023,2023-08-13,2023-2024,summer,Kaoru Ito,LW,27,Fenerbahce,Super_Lig,TUR,Real Madrid,La_Liga,ESP,46.1,0,0,0,0
T011709,2023,2023-08-07,2023-2024,summer,Stefan Davies,RB,17,Al-Hilal,Saudi_Pro_League,SAU,Aston Villa,Premier_League,ENG,9.0,0,0,0,0
T011710,2023,2023-01-24,2022-2023,winter,Tobias Diallo,DM,25,AS Monaco,Ligue_1,FRA,Everton,Premier_League,ENG,11.5,0,0,0,0
T011711,2023,2023-08-19,2023-2024,summer,Ritsu Oliveira,AM,19,Fenerbahce,Super_Lig,TUR,Fiorentina,Serie_A,ITA,11.2,0,0,0,0
T011712,2023,2023-07-24,2023-2024,summer,Edward Santos,LB,16,Porto,Liga_Portugal,POR,Roma,Serie_A,ITA,4.4,0,1,0,0
T011713,2023,2023-01-24,2022-2023,winter,Samuel Torres,DM,23,Napoli,Serie_A,ITA,Wolfsburg,Bundesliga,GER,2.6,0,0,0,0
T011714,2023,2023-07-05,2023-2024,summer,Cherif Meyer,CB,23,Lazio,Serie_A,ITA,Manchester City,Premier_League,ENG,20.0,0,1,0,0
T011715,2023,2023-07-25,2023-2024,summer,Carlos Silva,CB,16,Valencia,La_Liga,ESP,Olympique Marseille,Ligue_1,FRA,1.3,0,1,0,0
T011716,2023,2023-01-26,2022-2023,winter,Nicolas Müller,DM,24,Porto,Liga_Portugal,POR,Fiorentina,Serie_A,ITA,7.8,0,1,0,0
T011717,2023,2023-01-06,2022-2023,winter,Ryan Smith,CB,34,Feyenoord,Eredivisie,NED,Al-Hilal,Saudi_Pro_League,SAU,4.1,0,1,0,0
T011718,2023,2023-07-25,2023-2024,summer,Kevin Andersson,RW,27,FC Barcelona,La_Liga,ESP,Athletic Bilbao,La_Liga,ESP,19.6,0,0,1,1
T011719,2023,2023-08-01,2023-2024,summer,Takumi Silva,LW,22,Manchester City,Premier_League,ENG,Liverpool,Premier_League,ENG,110.8,0,0,1,1
T011720,2023,2023-07-14,2023-2024,summer,Hugo Williams,DM,27,PSV Eindhoven,Eredivisie,NED,Valencia,La_Liga,ESP,0.5,0,1,0,0
T011721,2023,2023-07-13,2023-2024,summer,Michael Suzuki,RW,31,Sporting CP,Liga_Portugal,POR,Feyenoord,Eredivisie,NED,23.4,0,0,0,0
T011722,2023,2023-07-23,2023-2024,summer,Demba Jones,LB,21,Tottenham,Premier_League,ENG,RB Leipzig,Bundesliga,GER,0.3,0,1,0,0
T011723,2023,2023-01-20,2022-2023,winter,Idrissa Diop,RW,21,Olympique Marseille,Ligue_1,FRA,Tottenham,Premier_League,ENG,0.0,1,0,0,0
T011724,2023,2023-07-01,2023-2024,summer,Jorge Schneider,CM,25,Al-Hilal,Saudi_Pro_League,SAU,Newcastle United,Premier_League,ENG,60.0,0,0,0,0
T011725,2023,2023-01-04,2022-2023,winter,Daichi Schneider,DM,35,Arsenal,Premier_League,ENG,Stade Rennais,Ligue_1,FRA,4.5,0,1,0,0
T011726,2023,2023-08-11,2023-2024,summer,Bakary Silva,FW,20,Olympique Marseille,Ligue_1,FRA,PSV Eindhoven,Eredivisie,NED,0.2,0,1,0,0
T011727,2023,2023-01-17,2022-2023,winter,Edward Smith,DM,21,Fiorentina,Serie_A,ITA,Olympique Lyonnais,Ligue_1,FRA,9.1,0,0,0,0
T011728,2023,2023-01-16,2022-2023,winter,Hee-chan Martinez,CB,29,Everton,Premier_League,ENG,Eintracht Frankfurt,Bundesliga,GER,73.6,0,0,0,0
T011729,2023,2023-07-25,2023-2024,summer,Mats Hoffmann,RB,25,Feyenoord,Eredivisie,NED,Inter Milan,Serie_A,ITA,0.0,1,0,0,0
T011730,2023,2023-07-18,2023-2024,summer,Erik Williams,LW,24,Atalanta,Serie_A,ITA,Juventus,Serie_A,ITA,23.5,0,0,1,1
T011731,2023,2023-08-06,2023-2024,summer,Pablo Sarr,CM,23,Lille,Ligue_1,FRA,Manchester United,Premier_League,ENG,76.0,0,0,0,0
T011732,2023,2023-01-06,2022-2023,winter,Ritsu Davies,CB,26,West Ham,Premier_League,ENG,Inter Miami,MLS,USA,1.5,0,1,0,0
T011733,2023,2023-08-05,2023-2024,summer,Ebrima Santos,FW,24,Everton,Premier_League,ENG,Real Sociedad,La_Liga,ESP,5.5,0,0,0,0
T011734,2023,2023-07-06,2023-2024,summer,Junya Meyer,CB,24,RB Leipzig,Bundesliga,GER,Atletico Madrid,La_Liga,ESP,7.9,0,0,0,0
T011735,2023,2023-01-16,2022-2023,winter,Ryan Williams,CM,27,Real Betis,La_Liga,ESP,Manchester City,Premier_League,ENG,155.3,0,0,0,0
T011736,2023,2023-01-26,2022-2023,winter,Pablo Taylor,DM,21,Napoli,Serie_A,ITA,Paris Saint-Germain,Ligue_1,FRA,0.0,1,0,0,0
T011737,2023,2023-07-05,2023-2024,summer,Oscar Sato,CB,25,Borussia Monchengladbach,Bundesliga,GER,Lille,Ligue_1,FRA,1.6,0,1,0,0
T011738,2023,2023-02-20,2022-2023,winter,Ivan Johansson,CB,27,Sevilla,La_Liga,ESP,Al-Ittihad,Saudi_Pro_League,SAU,89.9,0,0,0,0
T011739,2023,2023-01-21,2022-2023,winter,Rafael Kim,AM,24,Fenerbahce,Super_Lig,TUR,AS Monaco,Ligue_1,FRA,67.9,0,0,0,0
T011740,2023,2023-07-01,2023-2024,summer,Tobias Wagner,DM,22,Borussia Dortmund,Bundesliga,GER,Napoli,Serie_A,ITA,0.8,0,0,0,0
T011741,2023,2023-07-24,2023-2024,summer,Edward Bauer,DM,23,Inter Miami,MLS,USA,RB Leipzig,Bundesliga,GER,0.2,0,1,0,0
T011742,2023,2023-07-19,2023-2024,summer,Gabriel Tanaka,LW,23,Juventus,Serie_A,ITA,Borussia Monchengladbach,Bundesliga,GER,1.0,0,1,0,0
T011743,2023,2023-08-15,2023-2024,summer,Heung-min Taylor,GK,27,Al-Ittihad,Saudi_Pro_League,SAU,Bayern Munich,Bundesliga,GER,13.4,0,1,0,0
T011744,2023,2023-08-27,2023-2024,summer,Oscar Tanaka,CM,17,Fiorentina,Serie_A,ITA,Stade Rennais,Ligue_1,FRA,15.0,0,0,0,0
T011745,2023,2023-01-17,2022-2023,winter,Manuel Kimura,LB,30,Atletico Madrid,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,7.3,0,0,0,0
T011746,2023,2023-01-20,2022-2023,winter,Peter Müller,CM,28,AC Milan,Serie_A,ITA,Real Betis,La_Liga,ESP,1.5,0,0,0,0
T011747,2023,2023-08-17,2023-2024,summer,Eduardo Bauer,GK,24,Paris Saint-Germain,Ligue_1,FRA,Fiorentina,Serie_A,ITA,70.9,0,0,0,0
T011748,2023,2023-07-08,2023-2024,summer,Oliver Martinez,DM,23,Tottenham,Premier_League,ENG,Chelsea,Premier_League,ENG,64.0,0,0,1,1
T011749,2023,2023-07-08,2023-2024,summer,Gabriel Santos,CB,23,Juventus,Serie_A,ITA,Athletic Bilbao,La_Liga,ESP,28.3,0,0,0,0
T011750,2023,2023-08-20,2023-2024,summer,Wataru Diallo,AM,30,Real Betis,La_Liga,ESP,Real Sociedad,La_Liga,ESP,3.5,0,0,1,1
T011751,2023,2023-07-27,2023-2024,summer,Demba Larsson,RW,24,Al-Ittihad,Saudi_Pro_League,SAU,Borussia Monchengladbach,Bundesliga,GER,8.7,0,0,0,0
T011752,2023,2023-07-06,2023-2024,summer,Demba Diop,FW,19,Tottenham,Premier_League,ENG,FC Barcelona,La_Liga,ESP,20.0,0,1,0,0
T011753,2023,2023-08-23,2023-2024,summer,Xander Oliveira,CB,19,Paris Saint-Germain,Ligue_1,FRA,Juventus,Serie_A,ITA,2.1,0,1,0,0
T011754,2023,2023-08-08,2023-2024,summer,Samuel Costa,CM,30,Real Betis,La_Liga,ESP,Lille,Ligue_1,FRA,1.7,0,0,0,0
T011755,2023,2023-08-18,2023-2024,summer,Ingo Gonzalez,CM,16,Al-Hilal,Saudi_Pro_League,SAU,Porto,Liga_Portugal,POR,2.3,0,1,0,0
T011756,2023,2023-07-16,2023-2024,summer,Heung-min Wagner,CM,24,Juventus,Serie_A,ITA,Borussia Monchengladbach,Bundesliga,GER,10.2,0,0,0,0
T011757,2023,2023-08-26,2023-2024,summer,Luis Mbappe,LW,25,Tottenham,Premier_League,ENG,Inter Milan,Serie_A,ITA,3.0,0,1,0,0
T011758,2023,2023-08-19,2023-2024,summer,Gabriel Pogba,LB,21,LAFC,MLS,USA,Bayern Munich,Bundesliga,GER,7.4,0,1,0,0
T011759,2023,2023-01-04,2022-2023,winter,Adam Wagner,GK,24,Bayer Leverkusen,Bundesliga,GER,Benfica,Liga_Portugal,POR,0.3,0,1,0,0
T011760,2023,2023-01-03,2022-2023,winter,Rafael Park,AM,30,Wolfsburg,Bundesliga,GER,Lazio,Serie_A,ITA,18.2,0,0,0,0
T011761,2023,2023-08-10,2023-2024,summer,David Sarr,AM,22,Inter Miami,MLS,USA,Stade Rennais,Ligue_1,FRA,23.9,0,0,0,0
T011762,2023,2023-08-18,2023-2024,summer,Stefan Weber,CM,18,Paris Saint-Germain,Ligue_1,FRA,Benfica,Liga_Portugal,POR,9.4,0,0,0,0
T011763,2023,2023-08-01,2023-2024,summer,David Yoshida,CM,21,Benfica,Liga_Portugal,POR,Feyenoord,Eredivisie,NED,9.8,0,0,0,0
T011764,2023,2023-08-05,2023-2024,summer,Ian Gonzalez,CM,25,Fenerbahce,Super_Lig,TUR,Liverpool,Premier_League,ENG,200.0,0,0,0,0
T011765,2023,2023-07-12,2023-2024,summer,David Pogba,RW,22,Fiorentina,Serie_A,ITA,Newcastle United,Premier_League,ENG,0.0,1,0,0,0
T011766,2023,2023-01-24,2022-2023,winter,Ben Camavinga,LB,23,RB Leipzig,Bundesliga,GER,Paris Saint-Germain,Ligue_1,FRA,18.0,0,1,0,0
T011767,2023,2023-08-01,2023-2024,summer,Leon Sarr,FW,27,Al-Nassr,Saudi_Pro_League,SAU,Olympique Lyonnais,Ligue_1,FRA,139.0,0,0,0,0
T011768,2023,2023-01-05,2022-2023,winter,Manuel Jones,DM,26,Atalanta,Serie_A,ITA,Borussia Dortmund,Bundesliga,GER,0.1,0,1,0,0
T011769,2023,2023-07-04,2023-2024,summer,Karl Eriksson,RB,26,Paris Saint-Germain,Ligue_1,FRA,Liverpool,Premier_League,ENG,32.8,0,0,0,0
T011770,2023,2023-01-10,2022-2023,winter,Hee-chan Lee,LW,18,Borussia Dortmund,Bundesliga,GER,Valencia,La_Liga,ESP,5.2,0,0,0,0
T011771,2023,2023-07-14,2023-2024,summer,Wataru Müller,CM,30,Al-Hilal,Saudi_Pro_League,SAU,Roma,Serie_A,ITA,0.6,0,1,0,0
T011772,2023,2023-07-19,2023-2024,summer,Stefan Gonzalez,CM,28,Tottenham,Premier_League,ENG,PSV Eindhoven,Eredivisie,NED,1.7,0,1,0,0
T011773,2023,2023-01-11,2022-2023,winter,Manuel Traore,CB,37,Fenerbahce,Super_Lig,TUR,LAFC,MLS,USA,4.0,0,0,0,0
T011774,2023,2023-07-21,2023-2024,summer,Gabriel Taylor,DM,28,Sporting CP,Liga_Portugal,POR,Roma,Serie_A,ITA,19.0,0,0,0,0
T011775,2023,2023-07-18,2023-2024,summer,Oscar Müller,LW,18,Eintracht Frankfurt,Bundesliga,GER,Borussia Dortmund,Bundesliga,GER,4.0,0,0,1,1
T011776,2023,2023-08-16,2023-2024,summer,William Fischer,CB,28,Liverpool,Premier_League,ENG,Valencia,La_Liga,ESP,4.3,0,0,0,0
T011777,2023,2023-01-25,2022-2023,winter,Tomas Hoffmann,RB,29,Porto,Liga_Portugal,POR,Real Sociedad,La_Liga,ESP,200.0,0,0,0,0
T011778,2023,2023-07-26,2023-2024,summer,Andreas Wagner,FW,29,Real Betis,La_Liga,ESP,Borussia Monchengladbach,Bundesliga,GER,23.1,0,0,0,0
T011779,2023,2023-07-01,2023-2024,summer,Oscar Toure,CB,23,Atletico Madrid,La_Liga,ESP,LAFC,MLS,USA,37.4,0,0,0,0
T011780,2023,2023-07-11,2023-2024,summer,Hugo Diop,DM,23,Atalanta,Serie_A,ITA,Atletico Madrid,La_Liga,ESP,3.6,0,0,0,0
T011781,2023,2023-08-16,2023-2024,summer,Jakob Garcia,CM,23,Eintracht Frankfurt,Bundesliga,GER,Ajax,Eredivisie,NED,2.4,0,0,0,0
T011782,2023,2023-07-23,2023-2024,summer,Ji-sung Larsson,DM,27,Galatasaray,Super_Lig,TUR,Valencia,La_Liga,ESP,11.2,0,0,0,0
T011783,2023,2023-08-16,2023-2024,summer,Hiroshi Kimura,CB,27,Newcastle United,Premier_League,ENG,West Ham,Premier_League,ENG,0.4,0,1,1,1
T011784,2023,2023-01-03,2022-2023,winter,Patrick Bauer,CB,30,Olympique Marseille,Ligue_1,FRA,LAFC,MLS,USA,0.0,1,0,0,0
T011785,2023,2023-07-24,2023-2024,summer,Yusuf Lopez,LB,26,LAFC,MLS,USA,Chelsea,Premier_League,ENG,22.4,0,0,0,0
T011786,2023,2023-08-27,2023-2024,summer,Gabriel Rodriguez,CM,29,Borussia Monchengladbach,Bundesliga,GER,Benfica,Liga_Portugal,POR,67.2,0,0,0,0
T011787,2023,2023-01-14,2022-2023,winter,Jorge Mendy,AM,23,West Ham,Premier_League,ENG,Ajax,Eredivisie,NED,19.3,0,0,0,0
T011788,2023,2023-08-10,2023-2024,summer,Michael Jung,CB,17,Real Madrid,La_Liga,ESP,AC Milan,Serie_A,ITA,56.2,0,0,0,0
T011789,2023,2023-07-11,2023-2024,summer,Hans Suzuki,CM,26,Tottenham,Premier_League,ENG,Paris Saint-Germain,Ligue_1,FRA,131.8,0,0,0,0
T011790,2023,2023-07-25,2023-2024,summer,Hwang Müller,AM,25,Borussia Monchengladbach,Bundesliga,GER,Olympique Lyonnais,Ligue_1,FRA,0.0,1,0,0,0
T011791,2023,2023-01-15,2022-2023,winter,Samuel Brown,CM,20,RB Leipzig,Bundesliga,GER,Olympique Lyonnais,Ligue_1,FRA,6.0,0,0,0,0
T011792,2023,2023-08-24,2023-2024,summer,Ji-sung Gonzalez,CM,16,Feyenoord,Eredivisie,NED,Chelsea,Premier_League,ENG,167.9,0,0,0,0
T011793,2023,2023-07-20,2023-2024,summer,Hwang Tanaka,AM,26,Wolfsburg,Bundesliga,GER,Valencia,La_Liga,ESP,1.0,0,0,0,0
T011794,2023,2023-01-05,2022-2023,winter,Jakob Klein,CB,27,Porto,Liga_Portugal,POR,Inter Milan,Serie_A,ITA,11.2,0,0,0,0
T011795,2023,2023-02-09,2022-2023,winter,Famara Weber,DM,21,Roma,Serie_A,ITA,Real Sociedad,La_Liga,ESP,0.0,1,0,0,0
T011796,2023,2023-01-17,2022-2023,winter,Kaoru Lopez,CB,25,Real Madrid,La_Liga,ESP,Juventus,Serie_A,ITA,0.0,1,1,0,0
T011797,2023,2023-07-24,2023-2024,summer,Mats Mendy,CB,25,Benfica,Liga_Portugal,POR,Napoli,Serie_A,ITA,11.9,0,0,0,0
T011798,2023,2023-01-24,2022-2023,winter,Rafael Toure,FW,30,Lazio,Serie_A,ITA,Olympique Marseille,Ligue_1,FRA,1.9,0,1,0,0
T011799,2023,2023-08-09,2023-2024,summer,Fabio Lopez,LB,33,Eintracht Frankfurt,Bundesliga,GER,FC Barcelona,La_Liga,ESP,0.0,1,0,0,0
T011800,2023,2023-01-01,2022-2023,winter,Famara Rodriguez,LW,22,Olympique Lyonnais,Ligue_1,FRA,Manchester City,Premier_League,ENG,49.8,0,0,0,0
T011801,2023,2023-07-26,2023-2024,summer,Christian Cisse,CB,22,Fiorentina,Serie_A,ITA,Wolfsburg,Bundesliga,GER,0.8,0,1,0,0
T011802,2023,2023-02-27,2022-2023,winter,Hee-chan Gonzalez,AM,22,Lille,Ligue_1,FRA,Real Madrid,La_Liga,ESP,0.0,1,0,0,0
T011803,2023,2023-08-06,2023-2024,summer,Ivan Sarr,LW,26,Chelsea,Premier_League,ENG,Arsenal,Premier_League,ENG,0.0,1,1,1,1
T011804,2023,2023-02-26,2022-2023,winter,Junya Rivera,DM,28,Manchester City,Premier_League,ENG,Valencia,La_Liga,ESP,1.6,0,1,0,0
T011805,2023,2023-07-27,2023-2024,summer,Yuki Weber,RB,29,Al-Hilal,Saudi_Pro_League,SAU,Roma,Serie_A,ITA,67.2,0,0,0,0
T011806,2023,2023-07-27,2023-2024,summer,James Gonzalez,CM,26,Tottenham,Premier_League,ENG,Fiorentina,Serie_A,ITA,0.0,1,0,0,0
T011807,2023,2023-07-20,2023-2024,summer,Luis Sarr,AM,28,Al-Hilal,Saudi_Pro_League,SAU,Real Betis,La_Liga,ESP,0.3,0,1,0,0
T011808,2023,2023-08-16,2023-2024,summer,Luis Martinez,CB,19,AS Monaco,Ligue_1,FRA,Al-Nassr,Saudi_Pro_League,SAU,157.4,0,0,0,0
T011809,2023,2023-07-27,2023-2024,summer,Francis Silva,CB,34,Chelsea,Premier_League,ENG,Sporting CP,Liga_Portugal,POR,6.5,0,1,0,0
T011810,2023,2023-08-04,2023-2024,summer,Ian Rodriguez,CB,22,West Ham,Premier_League,ENG,Paris Saint-Germain,Ligue_1,FRA,0.0,1,0,0,0
T011811,2023,2023-07-20,2023-2024,summer,Sergio Nilsson,GK,31,Paris Saint-Germain,Ligue_1,FRA,PSV Eindhoven,Eredivisie,NED,4.5,0,0,0,0
T011812,2023,2023-01-11,2022-2023,winter,Xander Pereira,CM,29,Napoli,Serie_A,ITA,Roma,Serie_A,ITA,2.7,0,1,1,1
T011813,2023,2023-07-05,2023-2024,summer,Carlos Smith,FW,27,Real Sociedad,La_Liga,ESP,Juventus,Serie_A,ITA,9.3,0,0,0,0
T011814,2023,2023-07-13,2023-2024,summer,Oscar Eriksson,CM,26,Atalanta,Serie_A,ITA,PSV Eindhoven,Eredivisie,NED,0.8,0,1,0,0
T011815,2023,2023-07-13,2023-2024,summer,Hee-chan Müller,AM,17,Manchester United,Premier_League,ENG,Porto,Liga_Portugal,POR,10.5,0,0,0,0
T011816,2023,2023-07-12,2023-2024,summer,Luis Sanchez,FW,23,Olympique Lyonnais,Ligue_1,FRA,Everton,Premier_League,ENG,5.6,0,0,0,0
T011817,2023,2023-01-01,2022-2023,winter,Daichi Smith,CB,23,Real Madrid,La_Liga,ESP,Real Sociedad,La_Liga,ESP,200.0,0,0,1,1
T011818,2023,2023-01-07,2022-2023,winter,Harry Torres,CM,20,PSV Eindhoven,Eredivisie,NED,Liverpool,Premier_League,ENG,2.4,0,1,0,0
T011819,2023,2023-08-06,2023-2024,summer,Karl Camavinga,CM,33,Napoli,Serie_A,ITA,Juventus,Serie_A,ITA,0.4,0,1,1,1
T011820,2023,2023-01-14,2022-2023,winter,James Schneider,CM,24,Porto,Liga_Portugal,POR,West Ham,Premier_League,ENG,101.5,0,0,0,0
T011821,2023,2023-07-07,2023-2024,summer,Ian Larsson,LW,29,Bayern Munich,Bundesliga,GER,Manchester City,Premier_League,ENG,14.5,0,1,0,0
T011822,2023,2023-01-20,2022-2023,winter,Hugo Pereira,RW,23,Olympique Lyonnais,Ligue_1,FRA,Bayer Leverkusen,Bundesliga,GER,2.0,0,1,0,0
T011823,2023,2023-07-18,2023-2024,summer,Pablo Traore,AM,21,Inter Miami,MLS,USA,Stade Rennais,Ligue_1,FRA,0.0,1,0,0,0
T011824,2023,2023-07-01,2023-2024,summer,Ji-sung Meyer,DM,21,Inter Milan,Serie_A,ITA,Manchester City,Premier_League,ENG,32.0,0,0,0,0
T011825,2023,2023-07-22,2023-2024,summer,Rafael Schneider,CM,24,Feyenoord,Eredivisie,NED,Lille,Ligue_1,FRA,0.4,0,1,0,0
T011826,2023,2023-01-13,2022-2023,winter,Heung-min Wilson,GK,20,Al-Hilal,Saudi_Pro_League,SAU,Sporting CP,Liga_Portugal,POR,7.7,0,0,0,0
T011827,2023,2023-07-13,2023-2024,summer,Karl Yoshida,CB,24,Chelsea,Premier_League,ENG,Atalanta,Serie_A,ITA,0.0,1,0,0,0
T011828,2023,2023-07-10,2023-2024,summer,Zane Johansson,AM,19,Fenerbahce,Super_Lig,TUR,Porto,Liga_Portugal,POR,32.7,0,0,0,0
T011829,2023,2023-08-25,2023-2024,summer,Daniel Williams,GK,22,Benfica,Liga_Portugal,POR,PSV Eindhoven,Eredivisie,NED,1.4,0,1,0,0
T011830,2023,2023-08-05,2023-2024,summer,Ryan Weber,CM,24,Aston Villa,Premier_League,ENG,AS Monaco,Ligue_1,FRA,18.9,0,0,0,0
T011831,2023,2023-07-12,2023-2024,summer,Jorge Johansson,CB,17,Real Betis,La_Liga,ESP,Roma,Serie_A,ITA,58.8,0,0,0,0
T011832,2023,2023-02-26,2022-2023,winter,Jakob Eriksson,LB,24,Manchester City,Premier_League,ENG,PSV Eindhoven,Eredivisie,NED,0.0,1,0,0,0
T011833,2023,2023-08-05,2023-2024,summer,Junya Park,CM,24,Real Sociedad,La_Liga,ESP,Real Betis,La_Liga,ESP,2.2,0,0,1,1
T011834,2023,2023-08-07,2023-2024,summer,Harry Eriksson,CB,24,Manchester United,Premier_League,ENG,Paris Saint-Germain,Ligue_1,FRA,19.1,0,0,0,0
T011835,2023,2023-08-24,2023-2024,summer,Mats Sanchez,CB,25,Roma,Serie_A,ITA,Bayer Leverkusen,Bundesliga,GER,38.7,0,0,0,0
T011836,2023,2023-07-11,2023-2024,summer,Min-jae Tanaka,AM,33,Al-Nassr,Saudi_Pro_League,SAU,Everton,Premier_League,ENG,5.4,0,1,0,0
T011837,2023,2023-07-13,2023-2024,summer,Cherif Pereira,CB,28,Tottenham,Premier_League,ENG,Lazio,Serie_A,ITA,13.8,0,0,0,0
T011838,2023,2023-01-13,2022-2023,winter,Ben Hernandez,FW,27,Galatasaray,Super_Lig,TUR,Sporting CP,Liga_Portugal,POR,4.8,0,1,0,0
T011839,2023,2023-07-09,2023-2024,summer,Min-jae Johansson,CM,20,Al-Hilal,Saudi_Pro_League,SAU,Tottenham,Premier_League,ENG,21.7,0,0,0,0
T011840,2023,2023-07-25,2023-2024,summer,Patrick Jung,CB,21,Real Madrid,La_Liga,ESP,Real Sociedad,La_Liga,ESP,35.3,0,0,1,1
T011841,2023,2023-07-12,2023-2024,summer,Vincent Santos,LB,23,Sevilla,La_Liga,ESP,Chelsea,Premier_League,ENG,17.0,0,1,0,0
T011842,2023,2023-02-10,2022-2023,winter,Gunther Fischer,AM,26,Atletico Madrid,La_Liga,ESP,Fiorentina,Serie_A,ITA,0.0,1,0,0,0
